,1.Already Submitted Application,    1.1 Status of ticket application,1.1 Connection with Agent,   1.2 How to check the status,   0. Return to main menu,2. How to Complete or Submit an Application,   2.1 Ticket application process,         2.1.1 Online process,         2.1.2 Household restrictions,   2.2 Other information for the process,         2.2.1 The personal details,         2.2.2 Types of accessibility tickets,         2.2.3 Household restrictions,   0. Return to main menu,3. Information about Ticket Sales,   3.1 Ticket products,   3.2 Sales phases,   3.3 Ticket categories,   3.4 Ticket prices,   3.5 Confirmed tickets,   0. Return to main menu,4. Payment Methods,    4.1. Payment Methods,    0. Return to main menu,5. Any Other Enquires,   5.1 Cancellation and Resale,   5.2 Household restrictions,   5.3 Matches,   5.4 Legal documents,5.4 Connection with Agent,   5.5 Fan ID,   5.6 Health and Safety measures,   0. Return to main menu,
9/30/23,9.0,4.0,1.0,0.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,6.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,
10/1/23,9.0,1.0,3.0,1.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,7.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,
10/2/23,8.0,3.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,
10/3/23,12.0,4.0,3.0,3.0,2.0,5.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,
10/4/23,13.0,4.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,
10/5/23,7.0,1.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,11.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,
10/6/23,10.0,4.0,1.0,4.0,1.0,4.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,
10/7/23,5.0,0.0,1.0,3.0,1.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,
10/8/23,14.0,2.0,4.0,4.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,10.0,0.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,
10/9/23,8.0,3.0,2.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,
10/10/23,10.0,4.0,3.0,2.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,10.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,
10/11/23,6.0,0.0,3.0,2.0,1.0,5.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,
10/12/23,8.0,4.0,0.0,1.0,3.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,
10/13/23,7.0,4.0,2.0,0.0,1.0,5.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,
10/14/23,3.0,1.0,0.0,2.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,
10/15/23,7.0,3.0,3.0,0.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,
10/16/23,6.0,0.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,9.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,
10/17/23,7.0,0.0,2.0,3.0,2.0,5.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,2.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,
10/18/23,8.0,3.0,1.0,4.0,0.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,
10/19/23,5.0,0.0,4.0,0.0,1.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,
10/20/23,2.0,1.0,0.0,0.0,1.0,5.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,2.0,
10/21/23,8.0,1.0,4.0,2.0,1.0,6.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,11.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,
10/22/23,5.0,1.0,2.0,0.0,2.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,
10/23/23,13.0,4.0,3.0,3.0,3.0,7.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0,
10/24/23,8.0,2.0,1.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,
10/25/23,10.0,3.0,3.0,2.0,2.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,
10/26/23,12.0,3.0,3.0,4.0,2.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,
10/27/23,9.0,3.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,11.0,2.0,0.0,2.0,1.0,2.0,2.0,0.0,2.0,
10/28/23,10.0,3.0,3.0,4.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,
10/29/23,3.0,0.0,1.0,0.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,
10/30/23,8.0,4.0,2.0,2.0,0.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0,
10/31/23,7.0,1.0,1.0,2.0,3.0,5.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,
11/1/23,8.0,2.0,2.0,2.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,
11/2/23,8.0,4.0,0.0,2.0,2.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,
11/3/23,8.0,2.0,4.0,1.0,1.0,5.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,
11/4/23,9.0,1.0,4.0,4.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,12.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,
11/5/23,8.0,0.0,4.0,1.0,3.0,6.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,7.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,
11/6/23,8.0,3.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,
11/7/23,10.0,3.0,2.0,4.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,
11/8/23,7.0,2.0,0.0,2.0,3.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,
11/9/23,10.0,3.0,2.0,4.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,
11/10/23,12.0,4.0,2.0,3.0,3.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,12.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,
11/11/23,6.0,0.0,4.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,7.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,
11/12/23,9.0,4.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,
11/13/23,9.0,2.0,2.0,2.0,3.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,
11/14/23,9.0,4.0,1.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,
11/15/23,9.0,3.0,0.0,3.0,3.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,11.0,2.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,
11/16/23,10.0,4.0,1.0,3.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,
11/17/23,6.0,1.0,2.0,0.0,3.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,
11/18/23,13.0,2.0,4.0,3.0,4.0,5.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,7.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,
11/19/23,10.0,1.0,3.0,2.0,4.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,
11/20/23,9.0,1.0,2.0,4.0,2.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,
11/21/23,11.0,3.0,2.0,4.0,2.0,6.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,14.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,
11/22/23,8.0,3.0,2.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,
11/23/23,11.0,0.0,3.0,4.0,4.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,6.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,
11/24/23,4.0,3.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,
11/25/23,8.0,0.0,4.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,
11/26/23,9.0,2.0,2.0,2.0,3.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,7.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,
11/27/23,7.0,3.0,0.0,2.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,
11/28/23,8.0,2.0,2.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,
11/29/23,10.0,4.0,0.0,2.0,4.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,
11/30/23,7.0,4.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,
12/1/23,7.0,1.0,0.0,2.0,4.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,
12/2/23,10.0,4.0,4.0,2.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,
12/3/23,7.0,2.0,0.0,2.0,3.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,
12/4/23,9.0,3.0,0.0,2.0,4.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,11.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,
12/5/23,4.0,1.0,0.0,3.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,
12/6/23,10.0,4.0,2.0,2.0,2.0,5.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,
12/7/23,11.0,4.0,3.0,3.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,
12/8/23,12.0,4.0,2.0,3.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,
12/9/23,8.0,1.0,1.0,3.0,3.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,13.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,
12/10/23,8.0,3.0,0.0,1.0,4.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,
12/11/23,6.0,2.0,3.0,0.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,12.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,
12/12/23,10.0,0.0,3.0,4.0,3.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,9.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,
12/13/23,7.0,1.0,1.0,3.0,2.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,10.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,
12/14/23,11.0,4.0,2.0,2.0,3.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,
12/15/23,13.0,4.0,3.0,3.0,3.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,9.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,
12/16/23,9.0,2.0,2.0,1.0,4.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,
12/17/23,6.0,2.0,2.0,2.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,
12/18/23,13.0,4.0,4.0,1.0,4.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,
12/19/23,8.0,3.0,1.0,0.0,4.0,6.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,11.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,0.0,
12/20/23,7.0,0.0,4.0,3.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,8.0,2.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,
12/21/23,4.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,
12/22/23,8.0,3.0,2.0,0.0,3.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
12/23/23,4.0,0.0,0.0,2.0,2.0,5.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,
12/24/23,9.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,
12/25/23,10.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,
12/26/23,12.0,3.0,2.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,
12/27/23,9.0,4.0,2.0,3.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,
12/28/23,10.0,4.0,3.0,0.0,3.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,
12/29/23,5.0,3.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,
12/30/23,11.0,2.0,2.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,11.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,
12/31/23,9.0,3.0,1.0,3.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,
